Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Year,Month,Month Name,Quarter,Shipping Days,Profit Margin %,Year-Month
2022,14406,2013-03-07,Medium,20,455.34,0.06,Delivery Truck,-932.55,20.98,53.03,Charles Sheldon,Shakopee,55379,Minnesota,Central,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2013-03-09,2013,3,March,Q1,2,-204.80300434839899,2013-03
2199,15872,2015-10-30,Not Specified,48,5198.12,0.01,Delivery Truck,1481.67,100.98,15.66,Helen Andreada,Ozark,65721,MO,Central,Corporate,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2015-10-30,2015,10,October,Q4,0,28.50395912368318,2015-10
6920,49349,2014-05-31,High,23,1642.47,0.01,Delivery Truck,-524.03,68.81,60.0,Olvera Toch,Manitowoc,54220,Wisconsin,Central,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2014-06-02,2014,5,May,Q2,2,-31.904996742710672,2014-05
7559,54083,2014-07-20,High,10,2700.41,0.08,Delivery Truck,258.01,279.81,23.19,Don Miller,Carbondale,62901,Illinois,Central,Home Office,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2014-07-22,2014,7,July,Q3,2,9.554475061194411,2014-07
2410,17506,2013-02-27,Low,33,9473.31,0.03,Delivery Truck,1939.11,294.62,42.52,Susan Vittorini,Mandan,58554,North Dakota,Central,Home Office,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,0.57,2013-03-03,2013,2,February,Q1,4,20.469191866412057,2013-02
4349,30981,2014-02-14,Low,29,7837.44,0.1,Delivery Truck,1817.76,279.81,23.19,Nathan Gelder,Janesville,53545,Wisconsin,Central,Home Office,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2014-02-18,2014,2,February,Q1,4,23.193287604115632,2014-02
4229,30048,2014-06-12,Medium,44,7765.13,0.06,Delivery Truck,433.63,180.98,55.24,Helen Abelman,Michigan City,46360,Indiana,Central,Home Office,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2014-06-14,2014,6,June,Q2,2,5.5843237653458475,2014-06
3847,27456,2012-04-09,Not Specified,29,9492.92,0.05,Delivery Truck,772.04,328.14,91.05,Duane Benoit,Omaha,68046,Nebraska,Central,Home Office,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,2012-04-10,2012,4,April,Q2,1,8.132797916763229,2012-04
4765,33888,2012-08-19,Not Specified,47,10377.22,0.05,Delivery Truck,965.48,225.02,28.66,Heather Kirkland,Downers Grove,60516,Illinois,Central,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,2012-08-21,2012,8,August,Q3,2,9.303840527617224,2012-08
5058,36068,2012-02-05,Critical,23,6133.18,0.06,Delivery Truck,1243.17,279.81,23.19,Anthony Johnson,Newton,50208,Iowa,Central,Small Business,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2012-02-06,2012,2,February,Q1,1,20.269582826527184,2012-02
2544,18464,2015-03-28,High,27,4891.86,0.02,Delivery Truck,253.14,180.98,55.24,Brian Derr,Saint Louis Park,55416,Minnesota,Central,Small Business,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2015-03-30,2015,3,March,Q1,2,5.174718818608873,2015-03
3322,23748,2015-08-10,High,26,6163.52,0.02,Delivery Truck,755.95,225.02,28.66,Naresj Patel,Irving,75061,Texas,Central,Small Business,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,2015-08-12,2015,8,August,Q3,2,12.264907066092103,2015-08
4766,33889,2013-11-05,Low,46,9046.33,0.0,Delivery Truck,1398.03,180.98,55.24,Christina Vanderzanden,Raytown,64133,MO,Central,Small Business,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2013-11-10,2013,11,November,Q4,5,15.454112330635738,2013-11
1771,12704,2013-02-08,Low,28,669.02,0.02,Delivery Truck,-1274.02,20.98,53.03,Carlos Soltero,Wilmette,60091,Illinois,Central,Small Business,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2013-02-10,2013,2,February,Q1,2,-190.43077934889837,2013-02
7075,50499,2014-10-11,Not Specified,18,1758.41,0.06,Delivery Truck,238.52,100.98,15.66,Brian Derr,Saint Louis Park,55416,Minnesota,Central,Small Business,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2014-10-12,2014,10,October,Q4,1,13.564527044318448,2014-10
6385,45376,2014-12-01,Critical,19,6648.58,0.08,Delivery Truck,-555.98,370.98,99.0,Vivek Gonzalez,Aspen Hill,20906,Maryland,East,Consumer,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,2014-12-02,2014,12,December,Q4,1,-8.362387156355192,2014-12
4872,34662,2015-01-09,Critical,35,12741.81,0.09,Delivery Truck,95.05999999999995,370.98,99.0,Darrin Sayre,Elizabeth,07201,New Jersey,East,Consumer,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,2015-01-11,2015,1,January,Q1,2,0.7460478534839238,2015-01
7912,56580,2014-08-13,Not Specified,44,950.3,0.1,Delivery Truck,-2103.05,20.98,53.03,Karen Daniels,Gahanna,43230,Ohio,East,Consumer,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2014-08-15,2014,8,August,Q3,2,-221.30379880037884,2014-08
4467,31845,2015-10-22,Low,36,3645.12,0.04,Delivery Truck,807.29,100.98,15.66,Damala Kotsonis,Boston,02210,MA,East,Corporate,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2015-10-22,2015,10,October,Q4,0,22.147144675621103,2015-10
5349,38021,2012-01-21,Medium,16,4407.03,0.04,Delivery Truck,834.96,279.81,23.19,Rob Haberlin,Pittsburgh,15122,Pennsylvania,East,Corporate,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2012-01-22,2012,1,January,Q1,1,18.946092946950667,2012-01
5602,39686,2015-06-08,Not Specified,2,738.8,0.06,Delivery Truck,-473.66,328.14,91.05,Philip Fox,Clarksburg,26301,West Virginia,East,Home Office,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,2015-06-09,2015,6,June,Q2,1,-64.11207363291825,2015-06
3001,21634,2015-10-28,Not Specified,8,1611.73,0.1,Delivery Truck,-314.61,208.16,68.02,Lindsay Shagiari,Mason,45040,Ohio,East,Home Office,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jumbo Drum,0.58,2015-10-29,2015,10,October,Q4,1,-19.520018861720015,2015-10
2467,17953,2015-08-20,High,21,1490.56,0.01,Delivery Truck,-499.51,68.81,60.0,Troy Staebel,Englewood,07631,New Jersey,East,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2015-08-22,2015,8,August,Q3,2,-33.511566122799486,2015-08
4205,29893,2015-06-16,Medium,24,5452.9,0.07,Delivery Truck,426.67,225.02,28.66,Michael Paige,Gorham,04038,Maine,East,Small Business,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,2015-06-17,2015,6,June,Q2,1,7.82464376753654,2015-06
8084,57666,2012-05-21,Not Specified,44,941.99,0.1,Delivery Truck,-2111.36,20.98,53.03,Mathew Reese,Lindenhurst,11757,New York,East,Small Business,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2012-05-21,2012,5,May,Q2,0,-224.13826049108803,2012-05
7255,51780,2013-07-23,Low,26,1846.2,0.04,Delivery Truck,-584.93,68.81,60.0,Rob Beeghly,Metairie,70003,Louisiana,South,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2013-07-25,2013,7,July,Q3,2,-31.68291626042682,2013-07
3067,21985,2012-08-25,Critical,45,947.66,0.08,Delivery Truck,-2175.09,20.98,53.03,Lynn Smith,Norfolk,23518,Virginia,South,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2012-08-27,2012,8,August,Q3,2,-229.52219150328176,2012-08
3958,28256,2012-02-23,High,19,467.4,0.01,Delivery Truck,-851.09,20.98,53.03,Brian Moss,Covington,41011,Kentucky,South,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2012-02-23,2012,2,February,Q1,0,-182.0902866923406,2012-02
7395,52678,2015-07-29,High,3,112.79,0.06,Delivery Truck,-95.39,20.98,53.03,Jonathan Doherty,Greenville,27834,North Carolina,South,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2015-07-31,2015,7,July,Q3,2,-84.57310045216774,2015-07
2762,19974,2013-11-02,High,14,3830.84,0.1,Delivery Truck,635.33,279.81,23.19,Rick Wilson,Wilson,27893,North Carolina,South,Corporate,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2013-11-04,2013,11,November,Q4,2,16.584613296300553,2013-11
8350,59684,2013-12-28,Medium,50,9059.9,0.07,Delivery Truck,778.01,180.98,55.24,Susan MacKendrick,Orlando,32839,Florida,South,Corporate,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2014-01-14,2013,12,December,Q4,17,8.587401626949525,2013-12
1535,11047,2013-12-09,Low,27,1991.26,0.01,Delivery Truck,-528.09,68.81,60.0,Ionia McGrath,Birmingham,35211,Alabama,South,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2013-12-16,2013,12,December,Q4,7,-26.520394122314517,2013-12
3248,23270,2014-03-12,Low,20,1460.42,0.04,Delivery Truck,-441.44,68.81,60.0,Mick Crebagga,Fort Lauderdale,33311,Florida,South,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2014-03-16,2014,3,March,Q1,4,-30.226921022719488,2014-03
7227,51554,2012-03-25,Medium,7,545.04,0.05,Delivery Truck,-210.06,68.81,60.0,Liz Pelletier,Indian Trail,28079,North Carolina,South,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2012-03-27,2012,3,March,Q1,2,-38.540290620871865,2012-03
1834,13127,2013-07-30,Medium,13,951.31,0.06,Delivery Truck,-333.07,68.81,60.0,Sam Craven,Evans,30809,Georgia,South,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2013-08-02,2013,7,July,Q3,3,-35.011720679904556,2013-07
7952,56805,2015-06-05,High,38,14753.08,0.01,Delivery Truck,1085.91,370.98,99.0,Craig Molinari,Oak Ridge,37830,Tennessee,South,Small Business,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,2015-06-06,2015,6,June,Q2,1,7.360564709199707,2015-06
4291,30567,2012-01-14,Not Specified,14,2690.84,0.1,Delivery Truck,-368.02,208.16,68.02,Toby Swindell,Germantown,38138,Tennessee,South,Small Business,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jumbo Drum,0.58,2012-01-14,2012,1,January,Q1,0,-13.676770079231762,2012-01
2861,20642,2015-05-19,High,47,1078.98,0.02,Delivery Truck,-1637.52,20.98,45.0,Darren Koutras,Sparks,89431,Nevada,West,Consumer,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,0.61,2015-05-19,2015,5,May,Q2,0,-151.76555635878327,2015-05
6258,44294,2012-06-02,Low,13,305.6,0.09,Delivery Truck,-445.77,20.98,45.0,Grace Kelly,American Fork,84003,Utah,West,Consumer,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,0.61,2012-06-02,2012,6,June,Q2,0,-145.86714659685862,2012-06
4165,29536,2015-09-07,Medium,5,495.32,0.05,Delivery Truck,-72.73,100.98,15.66,Raymond Book,Bothell,98011,Washington,West,Consumer,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2015-09-09,2015,9,September,Q3,2,-14.68343697003957,2015-09
7665,54949,2012-08-09,Low,7,192.02,0.09,Delivery Truck,-293.74,20.98,53.03,Shaun Chance,Idaho Falls,83402,Idaho,West,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2012-08-16,2012,8,August,Q3,7,-152.9736485782731,2012-08
3068,21988,2013-03-27,Medium,4,1337.19,0.06,Delivery Truck,-431.45,328.14,91.05,Jeremy Pistek,Thousand Oaks,91360,California,West,Corporate,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,2013-03-29,2013,3,March,Q1,2,-32.265422266095314,2013-03
5259,37440,2013-06-22,Not Specified,39,8407.08,0.04,Delivery Truck,629.4,208.16,68.02,Rick Wilson,Woodburn,97071,Oregon,West,Corporate,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jumbo Drum,0.58,2013-06-23,2013,6,June,Q2,1,7.486547053198018,2013-06
7543,53920,2012-03-17,Critical,18,433.31,0.05,Delivery Truck,-815.79,20.98,53.03,Anna Chung,El Mirage,85335,Arizona,West,Home Office,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2012-03-19,2012,3,March,Q1,2,-188.2693683506035,2012-03
4909,34948,2013-01-11,Critical,15,1057.06,0.08,Delivery Truck,-403.74,68.81,60.0,Catherine Glotzbach,Springfield,97477,Oregon,West,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2013-01-11,2013,1,January,Q1,0,-38.19461525362799,2013-01
1946,13923,2015-07-08,High,27,6152.8,0.04,Delivery Truck,554.55,225.02,28.66,Ed Braxton,Tempe,85281,Arizona,West,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,2015-07-10,2015,7,July,Q3,2,9.012969704849823,2015-07
4622,32902,2015-03-03,High,23,1638.67,0.05,Delivery Truck,-527.83,68.81,60.0,Corey Lock,Mission Viejo,92691,California,West,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2015-03-05,2015,3,March,Q1,2,-32.21087833425888,2015-03
3922,27969,2013-06-07,Low,32,687.47,0.1,Delivery Truck,-1533.15,20.98,53.03,Ed Braxton,Tucson,85705,Arizona,West,Home Office,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2013-06-12,2013,6,June,Q2,5,-223.01336785605193,2013-06
4198,29831,2015-03-29,Critical,29,2175.22,0.0,Delivery Truck,-520.55,68.81,60.0,Sara Luxemburg,El Dorado Hills,95630,California,West,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2015-03-30,2015,3,March,Q1,1,-23.93091273526356,2015-03
8048,57476,2012-03-15,High,20,1351.43,0.08,Delivery Truck,-550.43,68.81,60.0,Michael Stewart,Coachella,92236,California,West,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2012-03-16,2012,3,March,Q1,1,-40.72944954603642,2012-03
7879,56327,2013-01-10,Medium,11,2164.07,0.01,Delivery Truck,59.73,180.98,55.24,Victoria Brennan,Pullman,99163,Washington,West,Small Business,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2013-01-12,2013,1,January,Q1,2,2.7600770769891914,2013-01
5123,36482,2014-07-04,Medium,47,14588.28,0.06,Delivery Truck,861.78,328.14,91.05,Erica Smith,Wenatchee,98801,Washington,West,Small Business,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,2014-07-05,2014,7,July,Q3,1,5.907344800072386,2014-07
5610,39749,2013-06-26,High,45,11277.05,0.01,Delivery Truck,3497.45,264.98,17.86,Ed Ludwig,Eagle Pass,78852,Texas,Central,Consumer,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum,0.58,2013-06-28,2013,6,June,Q2,2,31.013873309065758,2013-06
4119,29287,2012-07-01,High,49,12593.91,0.09,Delivery Truck,2699.67,270.97,28.06,Edward Hooks,Carol Stream,60188,Illinois,Central,Consumer,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,2012-07-03,2012,7,July,Q3,2,21.436313265697468,2012-07
4151,29445,2013-09-28,High,28,2531.35,0.09,Delivery Truck,415.55,90.97,28.0,Harold Engle,Marion,46952,Indiana,Central,Consumer,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,2013-09-30,2013,9,September,Q3,2,16.416141584529996,2013-09
1127,8257,2012-03-21,Low,5,7486.09,0.05,Delivery Truck,-2561.3235,1500.97,29.7,David Philippe,Prior Lake,55372,Minnesota,Central,Consumer,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57,2012-03-21,2012,3,March,Q1,0,-34.214436374662874,2012-03
3528,25095,2014-01-24,Low,41,4475.03,0.08,Delivery Truck,-167.83169999999998,115.99,56.14,Brian Stugart,Mineral Wells,76067,Texas,Central,Consumer,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,2014-01-24,2014,1,January,Q1,0,-3.750403907906762,2014-01
3112,22368,2013-02-18,Medium,33,3917.61,0.08,Delivery Truck,40.76,119.99,56.14,Sarah Jordon,Maplewood,55119,Minnesota,Central,Consumer,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,2013-02-20,2013,2,February,Q1,2,1.0404302623283073,2013-02
3420,24388,2014-01-25,Critical,15,8662.34,0.0,Delivery Truck,-704.66,549.99,49.0,Erica Bern,Fort Wayne,46806,Indiana,Central,Corporate,Technology,Copiers and Fax,Sharp 1540cs Digital Laser Copier,Jumbo Drum,0.35,2014-01-26,2014,1,January,Q1,1,-8.134753426903123,2014-01
7894,56453,2015-04-11,Critical,1,2728.65,0.0,Delivery Truck,-5572.3935,2550.14,29.7,Dorothy Wardle,Springfield,62701,Illinois,Central,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,2015-04-12,2015,4,April,Q2,1,-204.2179649277115,2015-04
2712,19584,2012-04-15,Critical,6,14535.8,0.05,Delivery Truck,-3971.0627999999997,2550.14,29.7,Maria Zettner,Watertown,53094,Wisconsin,Central,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,2012-04-16,2012,4,April,Q2,1,-27.31918986227108,2012-04
3300,23584,2015-03-12,Critical,14,2671.21,0.06,Delivery Truck,636.18,200.97,15.59,Alan Barnes,Streamwood,60107,Illinois,Central,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,2015-03-14,2015,3,March,Q1,2,23.816173194919156,2015-03
7132,50854,2014-12-16,Critical,12,5744.24,0.09,Delivery Truck,1118.17,500.98,28.14,Dan Lawera,Texas City,77590,Texas,Central,Corporate,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,2014-12-18,2014,12,December,Q4,2,19.46593457097893,2014-12
4149,29411,2015-04-06,High,38,15174.95,0.02,Delivery Truck,7251.92,400.97,48.26,Naresj Patel,Keller,76248,Texas,Central,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,2015-04-06,2015,4,April,Q2,0,47.788757129348035,2015-04
7369,52516,2015-01-04,High,50,4962.05,0.08,Delivery Truck,335.29,119.99,56.14,Scot Coram,Milwaukee,53209,Wisconsin,Central,Corporate,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,2015-01-04,2015,1,January,Q1,0,6.757086284902409,2015-01
2863,20674,2013-12-07,High,37,17717.34,0.0,Delivery Truck,8291.08,500.97,69.3,Philip Brown,Rapid City,57701,South Dakota,Central,Corporate,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.37,2013-12-08,2013,12,December,Q4,1,46.79641526323929,2013-12
6292,44519,2013-05-18,High,34,16073.03,0.01,Delivery Truck,5386.32,442.14,14.7,Dorothy Wardle,Skokie,60076,Illinois,Central,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2013-05-19,2013,5,May,Q2,1,33.51154076113838,2013-05
2222,16065,2013-07-19,High,15,6933.45,0.04,Delivery Truck,1200.205,449.99,49.0,Ruben Ausman,Odessa,79762,Texas,Central,Corporate,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,2013-07-19,2013,7,July,Q3,0,17.310357758403104,2013-07
3571,25473,2015-10-14,High,36,17304.85,0.05,Delivery Truck,7434.48,500.98,28.14,Mary Zewe,Jefferson City,65109,MO,Central,Corporate,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,2015-10-16,2015,10,October,Q4,2,42.96182862030009,2015-10
2373,17187,2015-09-23,High,4,2951.97,0.09,Delivery Truck,-1890.3273,810.98,16.06,Bill Stewart,San Juan,78589,Texas,Central,Corporate,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum,0.56,2015-09-25,2015,9,September,Q3,2,-64.03612841593919,2015-09
7809,55873,2014-11-18,Low,48,15602.93,0.0,Delivery Truck,4875.89,306.14,26.53,Bart Watters,Roseville,55113,Minnesota,Central,Corporate,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2014-11-25,2014,11,November,Q4,7,31.249835768025626,2014-11
3160,22663,2015-01-10,Low,15,7190.06,0.08,Delivery Truck,1908.45,500.98,28.14,Maria Bertelson,Gladstone,64118,MO,Central,Corporate,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,2015-01-15,2015,1,January,Q1,5,26.54289393968896,2015-01
3560,25377,2015-11-26,Low,3,4343.51,0.09,Delivery Truck,-3755.0331,1500.97,29.7,Don Jones,Calumet City,60409,Illinois,Central,Corporate,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57,2015-12-03,2015,11,November,Q4,7,-86.4515817852382,2015-11
5255,37410,2013-10-11,Medium,45,18775.76,0.03,Delivery Truck,8504.47,400.97,48.26,Chuck Clark,Owosso,48841,Michigan,Central,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,2013-10-13,2013,10,October,Q4,2,45.29494411943911,2013-10
5501,39015,2012-12-05,Medium,13,5236.14,0.05,Delivery Truck,567.59,399.98,12.06,Lycoris Saunders,Mehlville,63129,MO,Central,Corporate,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56,2012-12-05,2012,12,December,Q4,0,10.839855313265115,2012-12
5209,36999,2012-12-11,Medium,28,14475.74,0.06,Delivery Truck,4963.89,549.99,49.0,Cari MacIntyre,Seguin,78155,Texas,Central,Corporate,Technology,Copiers and Fax,Sharp 1540cs Digital Laser Copier,Jumbo Drum,0.35,2012-12-12,2012,12,December,Q4,1,34.29109669004832,2012-12
5340,37925,2013-09-25,Medium,46,3780.16,0.1,Delivery Truck,1265.82,90.97,14.0,Luke Weiss,Des Moines,50315,Iowa,Central,Corporate,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,2013-09-26,2013,9,September,Q3,1,33.48588419537798,2013-09
2412,17507,2015-06-12,Medium,22,5393.27,0.1,Delivery Truck,353.72,270.97,28.06,Lela Donovan,Sterling Heights,48310,Michigan,Central,Corporate,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,2015-06-14,2015,6,June,Q2,2,6.558544259790443,2015-06
7005,49990,2012-09-04,Not Specified,11,5155.35,0.0,Delivery Truck,501.51,442.14,14.7,Evan Minnotte,Hammond,46324,Indiana,Central,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2012-09-04,2012,9,September,Q3,0,9.727952515348132,2012-09
4714,33570,2015-12-16,Not Specified,1,1500.82,0.01,Delivery Truck,-3381.9858,1500.97,29.7,Ken Heidel,Red Wing,55066,Minnesota,Central,Corporate,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57,2015-12-18,2015,12,December,Q4,2,-225.342532748764,2015-12
7795,55776,2012-03-21,Not Specified,32,4856.1,0.01,Delivery Truck,1096.64,145.45,17.85,Dean Braden,Burleson,76028,Texas,Central,Corporate,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,2012-03-22,2012,3,March,Q1,1,22.58273099812607,2012-03
6628,47168,2012-06-20,Not Specified,24,2920.83,0.02,Delivery Truck,1068.16,119.99,14.0,Corinna Mitchell,Mustang,73064,Oklahoma,Central,Corporate,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36,2012-06-21,2012,6,June,Q2,1,36.57042689920331,2012-06
5608,39745,2014-05-03,Not Specified,8,955.29,0.05,Delivery Truck,-286.1952,115.99,56.14,Ralph Kennedy,Lansing,48911,Michigan,Central,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,2014-05-04,2014,5,May,Q2,1,-29.95898627641868,2014-05
7195,51333,2015-10-04,Not Specified,30,2219.79,0.1,Delivery Truck,-9.4482,80.97,33.6,Theone Pippenger,Plymouth,55441,Minnesota,Central,Corporate,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,2015-10-06,2015,10,October,Q4,2,-0.4256348573513711,2015-10
